[peak]id_number	mz	rtime	apex(scan number)	[EmpCpd]interim_id            	[EmpCpd]ion_relation	neutral_formula	neutral_formula_mass            	name_1st_guess	matched_DB_shorts	matched_DB_records
F7801	551.4673805236816	23.696032431	61	kp686_550.4611	M0,M+H+	None	550.4610997649179			
F5992	574.4550170898438	23.323117551	60	kp686_550.4611	13C/12C,Na/H	None	550.4610997649179			
F5869	634.5240364074707	23.696032431	61	kp687_632.5133	13C/12C,M+H+	None	632.5133187988665			
F5818	633.5205091238022	23.323117551	60	kp687_632.5133	M0,M+H+	None	632.5133187988665			
F5123	592.4940249919891	33.330274239000005	86	kp688_591.4868	M0,M+H+	None	591.4867568327702			
F5146	593.4974697828293	33.71386262299998	87	kp688_591.4868	13C/12C,M+H+	None	591.4867568327702			
F5819	633.5205091238022	33.71386262299998	87	kp688_591.4868	M0,ACN	None	591.4867568327702			
F5128	593.3339042663574	115.09811828800021	300	kp689_592.3267	M0,M+H+	None	592.3266659596827	Mesobilirubinogen	(HMDB0001898$Mesobilirubinogen)	('C33H44N4O6_592.326085', '', 1)
F5174	594.3373355865479	114.71733545599979	299	kp689_592.3267	13C/12C,M+H+	None	592.3266659596827	Mesobilirubinogen	(HMDB0001898$Mesobilirubinogen)	('C33H44N4O6_592.326085', '', 1)
F5190	594.4814457893372	23.696032431	61	kp690_570.4873	13C/12C,Na/H	None	570.48728873453			
F5137	593.478034734726	23.696032431	61	kp690_570.4873	M0,Na/H	None	570.48728873453			
F5531	613.523512840271	23.323117551	60	kp690_570.4873	13C/12C,ACN	None	570.48728873453			
F8250	571.4936065673828	22.95194303899998	59	kp690_570.4873	M0,M+H+	None	570.48728873453			
F5518	612.5200340747833	23.323117551	60	kp690_570.4873	M0,ACN	None	570.48728873453			
F6103	653.5468001365662	23.696032431	61	kp691_652.5396	M0,M+H+	None	652.5395503857997			
F6155	654.550208568573	23.696032431	61	kp691_652.5396	13C/12C,M+H+	None	652.5395503857997			
F5191	594.4814457893372	36.01728884800002	93	kp692_592.4707	13C/12C,M+H+	None	592.4706649336053			
F5138	593.478034734726	35.251631136	91	kp692_592.4707	M0,M+H+	None	592.4706649336053			
F5551	615.459698677063	35.635599616000015	92	kp692_592.4707	M0,Na/H	None	592.4706649336053			
F5140	464.19179606437683	103.4030090239998	270	kp693_463.1845	M0,M+H+	None	463.1845070341493	Dihydroisomorphine-3-glucuronide	(HMDB0060820$Dihydroisomorphine-3-glucuronide;HMDB0060821$Dihydromorphine-3-glucuronide;HMDB0060916$Etodolac acyl glucuronide;HMDB0061137$Dihydroisomorphine-6-glucuronide)	('C23H29NO9_463.184232', '', 1)
F5150	465.19512593746185	103.4030090239998	270	kp693_463.1845	13C/12C,M+H+	None	463.1845070341493	Dihydroisomorphine-3-glucuronide	(HMDB0060820$Dihydroisomorphine-3-glucuronide;HMDB0060821$Dihydromorphine-3-glucuronide;HMDB0060916$Etodolac acyl glucuronide;HMDB0061137$Dihydroisomorphine-6-glucuronide)	('C23H29NO9_463.184232', '', 1)
F5142	384.3112855553627	16.128934896	41	kp694_383.3038	M0,M+H+	None	383.303823820677			
F7826	385.31427001953125	15.365756015999999	39	kp694_383.3038	13C/12C,M+H+	None	383.303823820677			
F5159	465.3168258666992	88.1582474080002	230	kp695_463.3063	13C/12C,M+H+	None	463.3063267091181	LysoPE(P-18:1(9Z)/0:0)	(HMDB0240599$LysoPE(P-18:1(9Z)/0:0))	('C23H46NO6P_463.306275', '', 1)
F5147	464.3137354850769	87.4087896	228	kp695_463.3063	M0,M+H+	None	463.3063267091181	LysoPE(P-18:1(9Z)/0:0)	(HMDB0240599$LysoPE(P-18:1(9Z)/0:0))	('C23H46NO6P_463.306275', '', 1)
F5158	465.24592113494873	189.4664653600002	495	kp696_464.2386	M0,M+H+	None	464.23863848241825			
F5173	466.24926376342773	189.4664653600002	495	kp696_464.2386	13C/12C,M+H+	None	464.23863848241825			
F5182	466.31663578748703	107.6269097440002	281	kp697_465.3094	M0,M+H+	None	465.3094000140096	Glycocholic acid	(HMDB0000138$Glycocholic acid;HMDB0000331$3a,7b,12a-Trihydroxyoxocholanyl-Glycine;HMDB0240607$Glycohyocholic acid)	('C26H43NO6_465.309038', '', 1)
F8506	467.32007217407227	107.6269097440002	281	kp697_465.3094	13C/12C,M+H+	None	465.3094000140096	Glycocholic acid	(HMDB0000138$Glycocholic acid;HMDB0000331$3a,7b,12a-Trihydroxyoxocholanyl-Glycine;HMDB0240607$Glycohyocholic acid)	('C26H43NO6_465.309038', '', 1)
F8572	595.3441276550293	82.859108592	216	kp698_593.3335	13C/12C,M+H+	None	593.3334837773706			
F5183	594.340747833252	83.62245660799981	218	kp698_593.3335	M0,M+H+	None	593.3334837773706			
F5198	467.3327693939209	87.4087896	228	kp699_465.3222	13C/12C,M+H+	None	465.32216396125807	LysoPE(P-18:0/0:0)	(HMDB0240598$LysoPE(P-18:0/0:0))	('C23H48NO6P_465.321925', '', 1)
F5184	466.3294664621353	87.4087896	228	kp699_465.3222	M0,M+H+	None	465.32216396125807	LysoPE(P-18:0/0:0)	(HMDB0240598$LysoPE(P-18:0/0:0))	('C23H48NO6P_465.321925', '', 1)
F5199	467.3327693939209	93.3927676000002	244	kp700_465.3222	13C/12C,M+H+	None	465.32216396125807	LysoPE(P-18:0/0:0)	(HMDB0240598$LysoPE(P-18:0/0:0))	('C23H48NO6P_465.321925', '', 1)
F5185	466.3294664621353	92.2513081120002	241	kp700_465.3222	M0,M+H+	None	465.32216396125807	LysoPE(P-18:0/0:0)	(HMDB0240598$LysoPE(P-18:0/0:0))	('C23H48NO6P_465.321925', '', 1)
F5244	596.3831481933594	80.9512063990002	211	kp701_593.3695	13C/12C*2,M+H+	None	593.3694951684636			
F5200	595.3803215026855	82.47778331200021	215	kp701_593.3695	13C/12C,M+H+	None	593.3694951684636			
F5186	594.3769102096558	80.5704624790002	210	kp701_593.3695	M0,M+H+	None	593.3694951684636			
F5193	594.5097144842148	23.323117551	60	kp702_593.5025	M0,M+H+	None	593.5024744186518			
F5212	595.5131930112839	23.323117551	60	kp702_593.5025	13C/12C,M+H+	None	593.5024744186518			
F5887	635.5362491607666	23.323117551	60	kp702_593.5025	M0,ACN	None	593.5024744186518			
F5247	387.29381561279297	84.7646063029998	221	kp703_385.2831	13C/12C,M+H+	None	385.2831313529874	3-Hydroxy-cis-5-tetradecenoylcarnitine	(HMDB0013330$3-Hydroxy-cis-5-tetradecenoylcarnitine)	('C21H39NO5_385.282823', '', 1)
F5195	386.29035502672195	84.7646063029998	221	kp703_385.2831	M0,M+H+	None	385.2831313529874	3-Hydroxy-cis-5-tetradecenoylcarnitine	(HMDB0013330$3-Hydroxy-cis-5-tetradecenoylcarnitine)	('C21H39NO5_385.282823', '', 1)
F5196	386.29035502672195	91.5031158880002	239	kp704_385.2831	M0,M+H+	None	385.2831313529874	3-Hydroxy-cis-5-tetradecenoylcarnitine	(HMDB0013330$3-Hydroxy-cis-5-tetradecenoylcarnitine)	('C21H39NO5_385.282823', '', 1)
F5248	387.29381561279297	91.87210075200001	240	kp704_385.2831	13C/12C,M+H+	None	385.2831313529874	3-Hydroxy-cis-5-tetradecenoylcarnitine	(HMDB0013330$3-Hydroxy-cis-5-tetradecenoylcarnitine)	('C21H39NO5_385.282823', '', 1)
F7890	596.3529586791992	114.3350564479998	298	kp705_594.3423	13C/12C,M+H+	None	594.3422959664728	Stercobilin	(HMDB0240259$Stercobilin)	('C33H46N4O6_594.341735', '', 1)
F5197	595.3495411872864	114.3350564479998	298	kp705_594.3423	M0,M+H+	None	594.3422959664728	Stercobilin	(HMDB0240259$Stercobilin)	('C33H46N4O6_594.341735', '', 1)
F5582	617.4755597114563	23.696032431	61	kp706_594.4864	M0,Na/H	None	594.4863529985811			
F5249	596.4970874786377	23.323117551	60	kp706_594.4864	13C/12C,M+H+	None	594.4863529985811			
F5586	618.4788327217102	23.696032431	61	kp706_594.4864	13C/12C,Na/H	None	594.4863529985811			
F5207	595.4937479496002	23.323117551	60	kp706_594.4864	M0,M+H+	None	594.4863529985811			
F5583	617.4755597114563	32.155227279	83	kp707_594.4863	M0,Na/H	None	594.4863451485498			
F5587	618.4788327217102	32.155227279	83	kp707_594.4863	13C/12C,Na/H	None	594.4863451485498			
F5208	595.4937479496002	32.54687865499998	84	kp707_594.4863	M0,M+H+	None	594.4863451485498			
F5250	596.4970874786377	32.93839807900002	85	kp707_594.4863	13C/12C,M+H+	None	594.4863451485498			
F5860	634.4528272151947	31.763694159	82	kp707_594.4863	13C/12C,K/H	None	594.4863451485498			
F5265	470.3146302103996	92.63077196800019	242	kp708_467.3012	13C/12C*2,M+H+	None	467.3012376578015	1-Heptadecanoylglycerophosphoethanolamine	(HMDB0061691$1-Heptadecanoylglycerophosphoethanolamine;HMDB0010379$LysoPC(14:0/0:0)), (HMDB0062331$N-Arachidonoyl tyrosine;HMDB0015057$Buprenorphine)	('C22H46NO7P_467.301189', '', 1), ('C29H41NO4_467.303559', '', 1)
F5214	468.3087681531906	91.87210075200001	240	kp708_467.3012	M0,M+H+	None	467.3012376578015	1-Heptadecanoylglycerophosphoethanolamine	(HMDB0061691$1-Heptadecanoylglycerophosphoethanolamine;HMDB0010379$LysoPC(14:0/0:0)), (HMDB0062331$N-Arachidonoyl tyrosine;HMDB0015057$Buprenorphine)	('C22H46NO7P_467.301189', '', 1), ('C29H41NO4_467.303559', '', 1)
F5245	469.3122090101242	92.63077196800019	242	kp708_467.3012	13C/12C,M+H+	None	467.3012376578015	1-Heptadecanoylglycerophosphoethanolamine	(HMDB0061691$1-Heptadecanoylglycerophosphoethanolamine;HMDB0010379$LysoPC(14:0/0:0)), (HMDB0062331$N-Arachidonoyl tyrosine;HMDB0015057$Buprenorphine)	('C22H46NO7P_467.301189', '', 1), ('C29H41NO4_467.303559', '', 1)
F5215	386.399539232254	17.261245183999982	44	kp709_385.3922	M0,M+H+	None	385.39224692377104			
F5268	387.4028625488281	17.261245183999982	44	kp709_385.3922	13C/12C,M+H+	None	385.39224692377104			
F3446	345.9284496307373	17.634313135999978	45	kp710_344.9213	M0,M+H+	None	344.9213083040913			
F5218	386.955348610878	17.634313135999978	45	kp710_344.9213	M0,ACN	None	344.9213083040913			
F5281	387.9584090709686	18.376167168000002	47	kp710_344.9213	13C/12C,ACN	None	344.9213083040913			
F7741	389.964204788208	17.634313135999978	45	kp711_347.9306	M0,ACN	None	347.9306294912989			
F7376	348.9381561279297	17.634313135999978	45	kp711_347.9306	M0,M+H+	None	347.9306294912989			
F5220	386.955348610878	31.763694159	82	kp712_385.948	M0,M+H+	None	385.94796465970245			
F4210	427.9818696975708	31.37023631899998	81	kp712_385.948	M0,ACN	None	385.94796465970245			
F5282	387.9584090709686	32.155227279	83	kp712_385.948	13C/12C,M+H+	None	385.94796465970245			
F5221	386.955348610878	36.01728884800002	93	kp713_385.948	M0,M+H+	None	385.94796465970245			
F4211	427.9818696975708	36.01728884800002	93	kp713_385.948	M0,ACN	None	385.94796465970245			
F5283	387.9584090709686	36.39914777599998	94	kp713_385.948	13C/12C,M+H+	None	385.94796465970245			
F4212	427.9818696975708	50.707961103	131	kp714_385.948	M0,ACN	None	385.94796465970245			
F5284	387.9584090709686	50.315902639000015	130	kp714_385.948	13C/12C,M+H+	None	385.94796465970245			
F5222	386.955348610878	50.315902639000015	130	kp714_385.948	M0,M+H+	None	385.94796465970245			
F4009	491.37330746650696	17.261245183999982	44	kp715_467.3818	13C/12C,Na/H	None	467.38181798069655			
F5234	468.38977205753326	16.50924985600002	42	kp715_467.3818	M0,M+H+	None	467.38181798069655			
F7560	469.3929138183594	16.89020167999998	43	kp715_467.3818	13C/12C,M+H+	None	467.38181798069655			
F5306	556.3990864753723	91.5031158880002	239	kp716_553.3855	13C/12C*2,M+H+	None	553.3855180890721			
F5238	554.3929586410522	90.3942438079998	236	kp716_553.3855	M0,M+H+	None	553.3855180890721			
F5256	555.3964035511017	91.1319965440002	238	kp716_553.3855	13C/12C,M+H+	None	553.3855180890721			
F5260	555.4447498321533	24.067011759	62	kp717_553.4343	13C/12C,M+H+	None	553.4343448499109			
F5239	554.4418478012085	23.696032431	61	kp717_553.4343	M0,M+H+	None	553.4343448499109			
F5240	469.0268363952637	231.7802098399998	606	kp718_468.0188	M0,M+H+	None	468.01880463155766			
F5257	470.0286808013916	231.7802098399998	606	kp718_468.0188	13C/12C,M+H+	None	468.01880463155766			
F5251	469.38909459114075	23.696032431	61	kp719_468.3824	M0,M+H+	None	468.38238891365927			
F4010	491.37330746650696	23.696032431	61	kp719_468.3824	M0,Na/H	None	468.38238891365927			
F5272	470.3925570845604	23.696032431	61	kp719_468.3824	13C/12C,M+H+	None	468.38238891365927			
F4312	510.415606379509	23.696032431	61	kp719_468.3824	M0,ACN	None	468.38238891365927			
F5325	598.0147571563721	147.4066373920002	385	kp720_596.0036	13C/12C,M+H+	None	596.003595942177			
F5916	638.0376586914062	147.7856911519998	386	kp720_596.0036	M0,ACN	None	596.003595942177			
F5358	599.0163712501526	147.4066373920002	385	kp720_596.0036	13C/12C*2,M+H+	None	596.003595942177			
F5261	597.011316537857	147.0357173599998	384	kp720_596.0036	M0,M+H+	None	596.003595942177			
F5285	471.22112560272217	115.4805356800002	301	kp721_469.2105	13C/12C,M+H+	None	469.21047361883177			
F5262	470.21772956848145	115.4805356800002	301	kp721_469.2105	M0,M+H+	None	469.21047361883177			
F5286	471.22112560272217	125.704717584	328	kp722_469.2105	13C/12C,M+H+	None	469.21047361883177			
F5263	470.21772956848145	125.3219138080002	327	kp722_469.2105	M0,M+H+	None	469.21047361883177			
F5941	638.5357875823975	24.067011759	62	kp723_596.502	M0,ACN	None	596.5020282039102	TG(8:0/i-12:0/a-13:0)[rac]	(HMDB0071223$TG(8:0/i-12:0/a-13:0)[rac];HMDB0071277$TG(8:0/13:0/12:0);HMDB0071326$TG(8:0/12:0/a-13:0)[rac];HMDB0071400$TG(8:0/i-13:0/i-12:0);HMDB0071439$TG(8:0/8:0/i-17:0);HMDB0071456$TG(10:0/a-15:0/8:0)[rac];HMDB0071508$TG(8:0/12:0/13:0);HMDB0071616$TG(10:0/10:0/13:0);HMDB0071821$TG(10:0/15:0/8:0);HMDB0071842$TG(10:0/i-15:0/8:0);HMDB0071845$TG(8:0/10:0/15:0);HMDB0071858$TG(10:0/10:0/i-13:0);HMDB0071864$TG(8:0/i-13:0/12:0);HMDB0071893$TG(8:0/10:0/a-15:0)[rac];HMDB0071925$TG(10:0/8:0/a-15:0)[rac];HMDB0071928$TG(8:0/i-15:0/10:0);HMDB0071972$TG(10:0/8:0/15:0);HMDB0072006$TG(8:0/i-12:0/i-13:0);HMDB0072048$TG(10:0/10:0/a-13:0)[rac];HMDB0072121$TG(8:0/8:0/a-17:0)[rac];HMDB0072166$TG(8:0/12:0/i-13:0);HMDB0072345$TG(8:0/8:0/17:0);HMDB0072420$TG(8:0/a-15:0/10:0)[rac];HMDB0072489$TG(8:0/15:0/10:0);HMDB0072569$TG(8:0/a-13:0/i-12:0)[rac];HMDB0072572$TG(8:0/10:0/i-15:0);HMDB0072650$TG(8:0/i-12:0/13:0);HMDB0072686$TG(8:0/13:0/i-12:0);HMDB0072725$TG(10:0/8:0/i-15:0);HMDB0072811$TG(8:0/a-13:0/12:0)[rac];HMDB0031089$Glycerol triundecanoate;HMDB0094827$TG(i-12:0/8:0/i-13:0);HMDB0094828$TG(i-12:0/8:0/a-13:0)[rac];HMDB0094829$TG(i-12:0/8:0/13:0);HMDB0094830$TG(12:0/8:0/13:0);HMDB0094831$TG(12:0/8:0/i-13:0);HMDB0094832$TG(12:0/8:0/a-13:0)[rac];HMDB0095052$TG(12:0/a-13:0/8:0)[rac];HMDB0095053$TG(i-12:0/a-13:0/8:0)[rac];HMDB0095054$TG(12:0/i-13:0/8:0);HMDB0095055$TG(i-12:0/i-13:0/8:0);HMDB0095056$TG(i-12:0/13:0/8:0);HMDB0095057$TG(12:0/13:0/8:0);HMDB0096565$TG(a-13:0/8:0/12:0)[rac];HMDB0096566$TG(a-13:0/8:0/i-12:0)[rac];HMDB0096567$TG(i-13:0/8:0/i-12:0);HMDB0096568$TG(i-13:0/8:0/12:0);HMDB0096569$TG(13:0/8:0/12:0);HMDB0096570$TG(13:0/8:0/i-12:0);HMDB0096652$TG(a-13:0/10:0/10:0)[rac];HMDB0096653$TG(i-13:0/10:0/10:0);HMDB0096654$TG(13:0/10:0/10:0);HMDB0096739$TG(13:0/i-12:0/8:0);HMDB0096740$TG(a-13:0/12:0/8:0)[rac];HMDB0096741$TG(a-13:0/i-12:0/8:0)[rac];HMDB0096742$TG(i-13:0/i-12:0/8:0);HMDB0096743$TG(i-13:0/12:0/8:0);HMDB0096744$TG(13:0/12:0/8:0);HMDB0100887$TG(a-15:0/8:0/10:0)[rac];HMDB0100888$TG(i-15:0/8:0/10:0);HMDB0100889$TG(15:0/8:0/10:0);HMDB0100974$TG(a-15:0/10:0/8:0)[rac];HMDB0100975$TG(i-15:0/10:0/8:0);HMDB0100976$TG(15:0/10:0/8:0);HMDB0105194$TG(a-17:0/8:0/8:0)[rac];HMDB0105195$TG(i-17:0/8:0/8:0);HMDB0105196$TG(17:0/8:0/8:0))	('C36H68O6_596.50159', '', 1)
F5619	620.4945261478424	23.696032431	61	kp723_596.502	13C/12C,Na/H	None	596.5020282039102	TG(8:0/i-12:0/a-13:0)[rac]	(HMDB0071223$TG(8:0/i-12:0/a-13:0)[rac];HMDB0071277$TG(8:0/13:0/12:0);HMDB0071326$TG(8:0/12:0/a-13:0)[rac];HMDB0071400$TG(8:0/i-13:0/i-12:0);HMDB0071439$TG(8:0/8:0/i-17:0);HMDB0071456$TG(10:0/a-15:0/8:0)[rac];HMDB0071508$TG(8:0/12:0/13:0);HMDB0071616$TG(10:0/10:0/13:0);HMDB0071821$TG(10:0/15:0/8:0);HMDB0071842$TG(10:0/i-15:0/8:0);HMDB0071845$TG(8:0/10:0/15:0);HMDB0071858$TG(10:0/10:0/i-13:0);HMDB0071864$TG(8:0/i-13:0/12:0);HMDB0071893$TG(8:0/10:0/a-15:0)[rac];HMDB0071925$TG(10:0/8:0/a-15:0)[rac];HMDB0071928$TG(8:0/i-15:0/10:0);HMDB0071972$TG(10:0/8:0/15:0);HMDB0072006$TG(8:0/i-12:0/i-13:0);HMDB0072048$TG(10:0/10:0/a-13:0)[rac];HMDB0072121$TG(8:0/8:0/a-17:0)[rac];HMDB0072166$TG(8:0/12:0/i-13:0);HMDB0072345$TG(8:0/8:0/17:0);HMDB0072420$TG(8:0/a-15:0/10:0)[rac];HMDB0072489$TG(8:0/15:0/10:0);HMDB0072569$TG(8:0/a-13:0/i-12:0)[rac];HMDB0072572$TG(8:0/10:0/i-15:0);HMDB0072650$TG(8:0/i-12:0/13:0);HMDB0072686$TG(8:0/13:0/i-12:0);HMDB0072725$TG(10:0/8:0/i-15:0);HMDB0072811$TG(8:0/a-13:0/12:0)[rac];HMDB0031089$Glycerol triundecanoate;HMDB0094827$TG(i-12:0/8:0/i-13:0);HMDB0094828$TG(i-12:0/8:0/a-13:0)[rac];HMDB0094829$TG(i-12:0/8:0/13:0);HMDB0094830$TG(12:0/8:0/13:0);HMDB0094831$TG(12:0/8:0/i-13:0);HMDB0094832$TG(12:0/8:0/a-13:0)[rac];HMDB0095052$TG(12:0/a-13:0/8:0)[rac];HMDB0095053$TG(i-12:0/a-13:0/8:0)[rac];HMDB0095054$TG(12:0/i-13:0/8:0);HMDB0095055$TG(i-12:0/i-13:0/8:0);HMDB0095056$TG(i-12:0/13:0/8:0);HMDB0095057$TG(12:0/13:0/8:0);HMDB0096565$TG(a-13:0/8:0/12:0)[rac];HMDB0096566$TG(a-13:0/8:0/i-12:0)[rac];HMDB0096567$TG(i-13:0/8:0/i-12:0);HMDB0096568$TG(i-13:0/8:0/12:0);HMDB0096569$TG(13:0/8:0/12:0);HMDB0096570$TG(13:0/8:0/i-12:0);HMDB0096652$TG(a-13:0/10:0/10:0)[rac];HMDB0096653$TG(i-13:0/10:0/10:0);HMDB0096654$TG(13:0/10:0/10:0);HMDB0096739$TG(13:0/i-12:0/8:0);HMDB0096740$TG(a-13:0/12:0/8:0)[rac];HMDB0096741$TG(a-13:0/i-12:0/8:0)[rac];HMDB0096742$TG(i-13:0/i-12:0/8:0);HMDB0096743$TG(i-13:0/12:0/8:0);HMDB0096744$TG(13:0/12:0/8:0);HMDB0100887$TG(a-15:0/8:0/10:0)[rac];HMDB0100888$TG(i-15:0/8:0/10:0);HMDB0100889$TG(15:0/8:0/10:0);HMDB0100974$TG(a-15:0/10:0/8:0)[rac];HMDB0100975$TG(i-15:0/10:0/8:0);HMDB0100976$TG(15:0/10:0/8:0);HMDB0105194$TG(a-17:0/8:0/8:0)[rac];HMDB0105195$TG(i-17:0/8:0/8:0);HMDB0105196$TG(17:0/8:0/8:0))	('C36H68O6_596.50159', '', 1)
F5266	597.5093486309052	23.323117551	60	kp723_596.502	M0,M+H+	None	596.5020282039102	TG(8:0/i-12:0/a-13:0)[rac]	(HMDB0071223$TG(8:0/i-12:0/a-13:0)[rac];HMDB0071277$TG(8:0/13:0/12:0);HMDB0071326$TG(8:0/12:0/a-13:0)[rac];HMDB0071400$TG(8:0/i-13:0/i-12:0);HMDB0071439$TG(8:0/8:0/i-17:0);HMDB0071456$TG(10:0/a-15:0/8:0)[rac];HMDB0071508$TG(8:0/12:0/13:0);HMDB0071616$TG(10:0/10:0/13:0);HMDB0071821$TG(10:0/15:0/8:0);HMDB0071842$TG(10:0/i-15:0/8:0);HMDB0071845$TG(8:0/10:0/15:0);HMDB0071858$TG(10:0/10:0/i-13:0);HMDB0071864$TG(8:0/i-13:0/12:0);HMDB0071893$TG(8:0/10:0/a-15:0)[rac];HMDB0071925$TG(10:0/8:0/a-15:0)[rac];HMDB0071928$TG(8:0/i-15:0/10:0);HMDB0071972$TG(10:0/8:0/15:0);HMDB0072006$TG(8:0/i-12:0/i-13:0);HMDB0072048$TG(10:0/10:0/a-13:0)[rac];HMDB0072121$TG(8:0/8:0/a-17:0)[rac];HMDB0072166$TG(8:0/12:0/i-13:0);HMDB0072345$TG(8:0/8:0/17:0);HMDB0072420$TG(8:0/a-15:0/10:0)[rac];HMDB0072489$TG(8:0/15:0/10:0);HMDB0072569$TG(8:0/a-13:0/i-12:0)[rac];HMDB0072572$TG(8:0/10:0/i-15:0);HMDB0072650$TG(8:0/i-12:0/13:0);HMDB0072686$TG(8:0/13:0/i-12:0);HMDB0072725$TG(10:0/8:0/i-15:0);HMDB0072811$TG(8:0/a-13:0/12:0)[rac];HMDB0031089$Glycerol triundecanoate;HMDB0094827$TG(i-12:0/8:0/i-13:0);HMDB0094828$TG(i-12:0/8:0/a-13:0)[rac];HMDB0094829$TG(i-12:0/8:0/13:0);HMDB0094830$TG(12:0/8:0/13:0);HMDB0094831$TG(12:0/8:0/i-13:0);HMDB0094832$TG(12:0/8:0/a-13:0)[rac];HMDB0095052$TG(12:0/a-13:0/8:0)[rac];HMDB0095053$TG(i-12:0/a-13:0/8:0)[rac];HMDB0095054$TG(12:0/i-13:0/8:0);HMDB0095055$TG(i-12:0/i-13:0/8:0);HMDB0095056$TG(i-12:0/13:0/8:0);HMDB0095057$TG(12:0/13:0/8:0);HMDB0096565$TG(a-13:0/8:0/12:0)[rac];HMDB0096566$TG(a-13:0/8:0/i-12:0)[rac];HMDB0096567$TG(i-13:0/8:0/i-12:0);HMDB0096568$TG(i-13:0/8:0/12:0);HMDB0096569$TG(13:0/8:0/12:0);HMDB0096570$TG(13:0/8:0/i-12:0);HMDB0096652$TG(a-13:0/10:0/10:0)[rac];HMDB0096653$TG(i-13:0/10:0/10:0);HMDB0096654$TG(13:0/10:0/10:0);HMDB0096739$TG(13:0/i-12:0/8:0);HMDB0096740$TG(a-13:0/12:0/8:0)[rac];HMDB0096741$TG(a-13:0/i-12:0/8:0)[rac];HMDB0096742$TG(i-13:0/i-12:0/8:0);HMDB0096743$TG(i-13:0/12:0/8:0);HMDB0096744$TG(13:0/12:0/8:0);HMDB0100887$TG(a-15:0/8:0/10:0)[rac];HMDB0100888$TG(i-15:0/8:0/10:0);HMDB0100889$TG(15:0/8:0/10:0);HMDB0100974$TG(a-15:0/10:0/8:0)[rac];HMDB0100975$TG(i-15:0/10:0/8:0);HMDB0100976$TG(15:0/10:0/8:0);HMDB0105194$TG(a-17:0/8:0/8:0)[rac];HMDB0105195$TG(i-17:0/8:0/8:0);HMDB0105196$TG(17:0/8:0/8:0))	('C36H68O6_596.50159', '', 1)
